Sample_ID	Sample_ID	Treatment	Site_ID	Year	Month	Day	Lat	Lon	filtering_date	filterer_initials	volume_filtered_mL	Date	Extractor	DNA volume (_L)	Recovered TE rinse volume (_L)	Total DNA volume (_L)
JSPe-186	JSPe186	pre_seine	D27	2021	May	26	50.16118	125.21668	26-May-21	NB	1000					
JSPe-187	JSPe187	pre_seine	D27	2021	May	26	50.16118	125.21668	26-May-21	NB	1000					
JSPe-188	JSPe188	in_seine	D27	2021	May	26	50.16065	125.21668	26-May-21	NB	1000					
JSPe-189	JSPe189	in_seine	D27	2021	May	26	50.16065	125.21668	26-May-21	NB	1000					
JSPe-190	JSPe190	in_seine	D27	2021	May	26	50.16065	125.21668	26-May-21	NB	1000					
JSPe-191	JSPe191	fixed_position	D27	2021	May	26	50.16321	125.2258	26-May-21	NB	1000					
JSPe-192	JSPe192	fixed_position	D27	2021	May	26	50.16321	125.2258	26-May-21	NB	1000					
JSPe-193	JSPe193	fixed_position	D27	2021	May	26	50.16321	125.2258	26-May-21	NB	1000					
JSPe-194	JSPe194	negative_control	D09	2021	May	31	50.1843	125.19803	31-May-21	NB	1000					
JSPe-195	JSPe195	pre_seine	D09	2021	May	31	50.18402	125.1982	31-May-21	NB	1000					
JSPe-196	JSPe196	pre_seine	D09	2021	May	31	50.18402	125.1982	31-May-21	NB	1000					
JSPe-197	JSPe197	pre_seine	D09	2021	May	31	50.18402	125.1982	31-May-21	NB	1000					
JSPe-198	JSPe198	in_seine	D09	2021	May	31	50.1844	125.19956	31-May-21	NB	1000					
JSPe-199	JSPe199	in_seine	D09	2021	May	31	50.1844	125.19956	31-May-21	NB	1000					
JSPe-200	JSPe200	in_seine	D09	2021	May	31	50.1844	125.19956	31-May-21	NB	1000					
JSPe-201	JSPe201	fixed_position	D09	2021	May	31	50.1843	125.19803	31-May-21	NB	1000					
JSPe-202	JSPe202	fixed_position	D09	2021	May	31	50.1843	125.19803	31-May-21	NB	1000					
JSPe-203	JSPe203	fixed_position	D09	2021	May	31	50.1843	125.19803	31-May-21	NB	1000					
JSPe-204	JSPe204	negative_control	D10	2021	June	4	50.26518	125.16375	04-Jun-21	NB	1000					
JSPe-205	JSPe205	pre_seine	D10	2021	June	4	50.26316	125.15944	04-Jun-21	NB	1000					
JSPe-206	JSPe206	pre_seine	D10	2021	June	4	50.26316	125.15944	04-Jun-21	NB	1000					
JSPe-207	JSPe207	pre_seine	D10	2021	June	4	50.26316	125.15944	04-Jun-21	NB	1000					
JSPe-208	JSPe208	in_seine	D10	2021	June	4	50.43837	125.26469	04-Jun-21	NB	1000					
JSPe-209	JSPe209	in_seine	D10	2021	June	4	50.43837	125.26469	04-Jun-21	NB	1000					
JSPe-210	JSPe210	in_seine	D10	2021	June	4	50.43837	125.26469	04-Jun-21	NB	1000					
JSPe-211	JSPe211	fixed_position	D10	2021	June	4	50.26518	125.16375	04-Jun-21	NB	1000					
JSPe-212	JSPe212	fixed_position	D10	2021	June	4	50.26518	125.16375	04-Jun-21	NB	1000					
JSPe-213	JSPe213	fixed_position	D10	2021	June	4	50.26518	125.16375	04-Jun-21	NB	1000					
JSPe-214	JSPe214	negative_control	D09	2021	June	7	50.18444	125.19718	07-Jun-21	NB	1000					
JSPe-215	JSPe215	pre_seine	D09	2021	June	7	50.18496	125.1014	07-Jun-21	NB	1000					
JSPe-216	JSPe216	pre_seine	D09	2021	June	7	50.18496	125.1014	07-Jun-21	NB	1000					
JSPe-217	JSPe217	pre_seine	D09	2021	June	7	50.18496	125.1014	07-Jun-21	NB	1000					
JSPe-218	JSPe218	in_seine	D09	2021	June	7	50.18458	125.19822	07-Jun-21	NB	1000					
JSPe-219	JSPe219	in_seine	D09	2021	June	7	50.18458	125.19822	07-Jun-21	NB	1000					
JSPe-220	JSPe220	in_seine	D09	2021	June	7	50.18458	125.19822	07-Jun-21	NB	1000					
JSPe-221	JSPe221	fixed_position	D09	2021	June	7	50.18444	125.19718	07-Jun-21	NB	1000					
JSPe-222	JSPe222	fixed_position	D09	2021	June	7	50.18444	125.19718	07-Jun-21	NB	1000					
JSPe-223	JSPe223	fixed_position	D09	2021	June	7	50.18444	125.19718	07-Jun-21	NB	1000					
JSPe-224	JSPe224	negative_control	D27	2021	June	8	50.16269	125.2253	08-Jun-21	NB	1000					
JSPe-225	JSPe225	pre_seine	D27	2021	June	8	50.163854	125.22683	08-Jun-21	NB	1000					
JSPe-226	JSPe226	pre_seine	D27	2021	June	8	50.163854	125.22683	08-Jun-21	NB	1000					
JSPe-227	JSPe227	pre_seine	D27	2021	June	8	50.163854	125.22683	08-Jun-21	NB	1000					
JSPe-228	JSPe228	in_seine	D27	2021	June	8	50.16433	125.22674	08-Jun-21	NB	1000					
JSPe-229	JSPe229	in_seine	D27	2021	June	8	50.16433	125.22674	08-Jun-21	NB	1000					
JSPe-230	JSPe230	in_seine	D27	2021	June	8	50.16433	125.22674	08-Jun-21	NB	1000					
JSPe-231	JSPe231	fixed_position	D27	2021	June	8	50.16296	125.22501	08-Jun-21	NB	1000					
JSPe-232	JSPe232	fixed_position	D27	2021	June	8	50.16296	125.22501	08-Jun-21	NB	1000					
JSPe-233	JSPe233	fixed_position	D27	2021	June	8	50.16296	125.22501	08-Jun-21	NB	1000					
JSPe-234	JSPe234	negative_control	D09	2021	June 	14	50.18423	125.19963	14-Jun-21	NB	1000					
JSPe-235	JSPe235	pre_seine	D09	2021	June 	14	50.18506	125.14552	14-Jun-21	NB	1000					
JSPe-236	JSPe236	pre_seine	D09	2021	June 	14	50.18506	125.14552	14-Jun-21	NB	1000					
JSPe-237	JSPe237	pre_seine	D09	2021	June 	14	50.18506	125.14552	14-Jun-21	NB	1000					
JSPe-238	JSPe238	in_seine	D09	2021	June 	14	50.18512	125.15582	14-Jun-21	NB	1000					
JSPe-239	JSPe239	in_seine	D09	2021	June 	14	50.18512	125.15582	14-Jun-21	NB	1000					
JSPe-240	JSPe240	in_seine	D09	2021	June 	14	50.18512	125.15582	14-Jun-21	NB	1000					
JSPe-241	JSPe241	fixed_position	D09	2021	June 	14	50.1843	125.19818	14-Jun-21	NB	1000					
JSPe-242	JSPe242	fixed_position	D09	2021	June 	14	50.1843	125.19818	14-Jun-21	NB	1000					
JSPe-243	JSPe243	fixed_position	D09	2021	June 	14	50.1843	125.19818	14-Jun-21	NB	1000					
JSPe-244	JSPe244	negative_control	D10	2021	June 	19	50.26537	125.16441	18-Jun-21	NB	1000					
JSPe-245	JSPe245	pre_seine	D10	2021	June 	19	50.26236	125.16481	18-Jun-21	NB	1000					
JSPe-246	JSPe246	pre_seine	D10	2021	June 	19	50.26236	125.16481	18-Jun-21	NB	1000					
JSPe-247	JSPe247	pre_seine	D10	2021	June 	19	50.26236	125.16481	18-Jun-21	NB	1000					
JSPe-248	JSPe248	in_seine	D10	2021	June 	19	50.26566	125.16733	18-Jun-21	NB	1000					
JSPe-249	JSPe249	in_seine	D10	2021	June 	19	50.26566	125.16733	18-Jun-21	NB	1000					
JSPe-250	JSPe250	in_seine	D10	2021	June 	19	50.26566	125.16733	18-Jun-21	NB	1000					
JSPe-251	JSPe251	fixed_position	D10	2021	June 	19	50.26537	125.16441	18-Jun-21	NB	1000					
JSPe-252	JSPe252	fixed_position	D10	2021	June 	19	50.26537	125.16441	18-Jun-21	NB	1000					
JSPe-253	JSPe253	fixed_position	D10	2021	June 	19	50.26537	125.16441	18-Jun-21	NB	1000					
JSPe-254	JSPe254	negative_control	D09	2021	June	21	50.18407	125.15781	21-Jun-21	NB	1000					
JSPe-255	JSPe255	pre_seine	D09	2021	June	21	50.18313	125.20262	21-Jun-21	NB	1000					
JSPe-256	JSPe256	pre_seine	D09	2021	June	21	50.18313	125.20262	21-Jun-21	NB	1000					
JSPe-257	JSPe257	pre_seine	D09	2021	June	21	50.18313	125.20262	21-Jun-21	NB	1000					
JSPe-258	JSPe258	in_seine	D09	2021	June	21	50.18416	125.20002	21-Jun-21	NB	1000					
JSPe-259	JSPe259	in_seine	D09	2021	June	21	50.18416	125.20002	21-Jun-21	NB	1000					
JSPe-260	JSPe260	in_seine	D09	2021	June	21	50.18416	125.20002	21-Jun-21	NB	1000					
JSPe-261	JSPe261	fixed_position	D09	2021	June	21	50.18407	125.15781	21-Jun-21	NB	1000					
JSPe-262	JSPe262	fixed_position	D09	2021	June	21	50.18407	125.15781	21-Jun-21	NB	1000					
JSPe-263	JSPe263	fixed_position	D09	2021	June	21	50.18407	125.15781	21-Jun-21	NB	1000					
JSPe-264	JSPe264	negative_control	D27	2021	June	22	50.16312	125.2257	22-Jun-21	NB	1000					
JSPe-265	JSPe265	pre_seine	D27	2021	June	22	50.16263	125.21995	22-Jun-21	NB	1000					
JSPe-266	JSPe266	pre_seine	D27	2021	June	22	50.16263	125.21995	22-Jun-21	NB	1000					
JSPe-267	JSPe267	pre_seine	D27	2021	June	22	50.16263	125.21995	22-Jun-21	NB	1000					
JSPe-268	JSPe268	in_seine	D27	2021	June	22	50.16315	125.28986	22-Jun-21	NB	1000					
JSPe-269	JSPe269	in_seine	D27	2021	June	22	50.16315	125.28986	22-Jun-21	NB	1000					
JSPe-270	JSPe270	in_seine	D27	2021	June	22	50.16315	125.28986	22-Jun-21	NB	1000					
JSPe-271	JSPe271	fixed_position	D27	2021	June	22	50.16312	125.2257	22-Jun-21	NB	1000					
JSPe-272	JSPe272	fixed_position	D27	2021	June	22	50.16312	125.2257	22-Jun-21	NB	1000					
JSPe-273	JSPe273	fixed_position	D27	2021	June	22	50.16312	125.2257	22-Jun-21	NB	1000					
JSPe-274	JSPe274	negative_control	D09	2021	June	28	50.18441	125.1983	28-Jun-21	NB	1000					
JSPe-275	JSPe275	pre_seine	D09	2021	June	28	50.18344	125.19981	28-Jun-21	NB	1000					
JSPe-276	JSPe276	pre_seine	D09	2021	June	28	50.18344	125.19981	28-Jun-21	NB	1000					
JSPe-277	JSPe277	pre_seine	D09	2021	June	28	50.18344	125.19981	28-Jun-21	NB	1000					
JSPe-278	JSPe278	in_seine	D09	2021	June	28	50.18356	125.20142	28-Jun-21	NB	1000					
JSPe-279	JSPe279	in_seine	D09	2021	June	28	50.18356	125.20142	28-Jun-21	NB	1000					
JSPe-280	JSPe280	in_seine	D09	2021	June	28	50.18356	125.20142	28-Jun-21	NB	1000					
JSPe-281	JSPe281	fixed_position	D09	2021	June	28	50.18441	125.1983	28-Jun-21	NB	1000					
JSPe-282	JSPe282	fixed_position	D09	2021	June	28	50.18441	125.1983	28-Jun-21	NB	1000					
JSPe-283	JSPe283	fixed_position	D09	2021	June	28	50.18441	125.1983	28-Jun-21	NB	1000					
JSPe-284	JSPe284	negative_control	D10	2021	July	2	50.44165	-125.2714	02-Jul-21	SV	1000					
JSPe-285	JSPe285	pre_seine	D10	2021	July	2	50.4392	-125.2697	02-Jul-21	SV	1000					
JSPe-286	JSPe286	pre_seine	D10	2021	July	2	50.4392	-125.2697	02-Jul-21	SV	1000					
JSPe-287	JSPe287	pre_seine	D10	2021	July	2	50.4392	-125.2697	02-Jul-21	SV	1000					
JSPe-288	JSPe288	in_seine	D10	2021	July	2	50.43845	-125.2685	02-Jul-21	SV	1000					
JSPe-289	JSPe289	in_seine	D10	2021	July	2	50.43845	-125.2685	02-Jul-21	SV	1000					
JSPe-290	JSPe290	in_seine	D10	2021	July	2	50.43845	-125.2685	02-Jul-21	SV	1000					
JSPe-291	JSPe291	fixed_position	D10	2021	July	2	50.4418	-125.2718	02-Jul-21	SV	1000					
JSPe-292	JSPe292	fixed_position	D10	2021	July	2	50.4418	-125.2718	02-Jul-21	SV	1000					
JSPe-293	JSPe293	fixed_position	D10	2021	July	2	50.4418	-125.2718	02-Jul-21	SV	1000					
JSPe-294	JSPe294	negative_control	D09	2021	July	5	50.3075	-125.3302	05-Jul-21	SV	1000					
JSPe-295	JSPe295	pre_seine	D09	2021	July	5	50.3086	-125.32355	05-Jul-21	SV	1000					
JSPe-296	JSPe296	pre_seine	D09	2021	July	5	50.3086	-125.32355	05-Jul-21	SV	1000					
JSPe-297	JSPe297	pre_seine	D09	2021	July	5	50.3086	-125.32355	05-Jul-21	SV	1000					
JSPe-298	JSPe298	in_seine	D09	2021	July	5	50.3094	-125.3236	05-Jul-21	SV	1000					
JSPe-299	JSPe299	in_seine	D09	2021	July	5	50.3094	-125.3236	05-Jul-21	SV	1000					
JSPe-300	JSPe300	in_seine	D09	2021	July	5	50.3094	-125.3236	05-Jul-21	SV	1000					
JSPe-301	JSPe301	fixed_position	D09	2021	July	5	50.3074	-125.3301	05-Jul-21	SV	1000					
JSPe-302	JSPe302	fixed_position	D09	2021	July	5	50.3074	-125.3301	05-Jul-21	SV	1000					
JSPe-303	JSPe303	fixed_position	D09	2021	July	5	50.3074	-125.3301	05-Jul-21	SV	1000					
JSPe-304	JSPe304	negative_control	D27	2021	July	6	50.27135	-125.3757	06-Jul-21	SV	1000					
JSPe-305	JSPe305	pre_seine	D27	2021	July	6	50.27165	-125.3648	06-Jul-21	SV	1000					
JSPe-306	JSPe306	pre_seine	D27	2021	July	6	50.27165	-125.3648	06-Jul-21	SV	1000					
JSPe-307	JSPe307	pre_seine	D27	2021	July	6	50.27165	-125.3648	06-Jul-21	SV	1000					
JSPe-308	JSPe308	fixed_position	D27	2021	July	6	50.2717	-125.37505	06-Jul-21	SV	1000					
JSPe-309	JSPe309	fixed_position	D27	2021	July	6	50.2717	-125.37505	06-Jul-21	SV	1000					
JSPe-310	JSPe310	fixed_position	D27	2021	July	6	50.2717	-125.37505	06-Jul-21	SV	1000					
2020-B1		Extraction Blank														
2020-B10		Extraction Blank														
2020-B11		Extraction Blank														
2020-B2		Extraction Blank														
2020-B3		Extraction Blank														
2020-B4		Extraction Blank														
2020-B5		Extraction Blank														
2020-B6		Extraction Blank														
2020-B7		Extraction Blank														
2020-B8		Extraction Blank														
2020-B9		Extraction Blank														
2021-B1		Extraction Blank														
2021-B2		Extraction Blank														
2021-B3		Extraction Blank														
2021-B4		Extraction Blank														
2021-B5		Extraction Blank														
2021-B6		Extraction Blank														
2021-B7		Extraction Blank														
2021-B8		Extraction Blank														
NEG-PCR-01	NEG-PCR-01	PCR_negative														
NEG-PCR-02	NEG-PCR-02	PCR_negative														
NEG-PCR-03	NEG-PCR-03	PCR_negative														
NEG-PCR-04	NEG-PCR-04	PCR_negative														
NEG-PCR-s1	NEG-PCR-s1	PCR_negative														
