#Query	#lca rank	#lca taxon	#kingdom	#phylum	#class	#order	#family	#genus	#species	#method
ASV10751	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10756	species	Metridia pacifica	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia pacifica	lca
ASV10758	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10759	family	Balanidae	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	no identification	no identification	lca
ASV1076	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10762	species	Pseudocalanus sp. PsAkkeshi1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus sp. PsAkkeshi1	lca
ASV10763	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	lca
ASV10764	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10765	order	Poecilostomatoida	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	no identification	no identification	no identification	lca
ASV10766	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10767	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10768	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10769	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10770	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10772	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV10774	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10777	genus	Membranipora	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Membraniporidae	Membranipora	no identification	lca
ASV10778	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10779	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV1078	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10780	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10782	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10784	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV10787	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10788	order	Euphausiacea	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	no identification	no identification	no identification	lca
ASV1079	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10790	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV10791	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10793	family	Balanidae	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	no identification	no identification	lca
ASV10797	species	Candidatus Pelagibacter ubique HTCC1062	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter ubique HTCC1062	lca
ASV10798	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV108	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1080	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	lca
ASV10800	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10802	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10804	species	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	Eukaryota	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Discoconchoecia	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	lca
ASV10806	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10809	species	Gaetanus minutus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Aetideidae	Gaetanus	Gaetanus minutus	lca
ASV1081	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10810	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10811	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10813	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10814	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10815	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10816	species	Metacarcinus magister	Eukaryota	Arthropoda	Malacostraca	Decapoda	Cancridae	Metacarcinus	Metacarcinus magister	lca
ASV10818	species	Alvania	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	unknown genus	Alvania	lca
ASV1082	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10821	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10822	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10823	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10827	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10828	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10829	species	Calanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unknown family	unknown genus	Calanidae	lca
ASV1083	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	lca
ASV10830	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10831	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10832	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10834	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10836	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV10837	order	Calanoida	Eukaryota	Arthropoda	Hexanauplia	Calanoida	no identification	no identification	no identification	lca
ASV10839	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1084	species	Placida dendritica	Eukaryota	Mollusca	Gastropoda	unknown order	Limapontiidae	Placida	Placida dendritica	lca
ASV10841	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10848	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV1085	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10851	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10859	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1086	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10863	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10864	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV10865	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10868	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10869	order	Euphausiacea	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	no identification	no identification	no identification	lca
ASV1087	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10870	species	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	Eukaryota	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Discoconchoecia	Discoconchoecia aff. elegans CMARA05309_Os109.1.1	lca
ASV10873	species	uncultured dinoflagellate	Eukaryota	Dinophyceae	Dinophyceae	unknown order	unknown family	unknown genus	uncultured dinoflagellate	lca
ASV10875	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10876	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10877	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10878	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1088	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10880	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10882	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	lca
ASV10883	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10886	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10887	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV1089	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV10890	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10892	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10893	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10894	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10896	species	Micromonas pusilla	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	lca
ASV10897	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV109	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1090	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV10902	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10903	species	Gaetanus minutus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Aetideidae	Gaetanus	Gaetanus minutus	lca
ASV10904	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10905	genus	unknown genus	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	unknown genus	no identification	lca
ASV10906	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10907	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10908	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10909	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV1091	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10910	species	Eucalanus bungii	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Eucalanidae	Eucalanus	Eucalanus bungii	lca
ASV10918	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1092	genus	Paracalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no identification	lca
ASV10920	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10921	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV10924	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10925	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10926	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10929	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1093	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10931	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10932	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10935	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10936	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10937	species	Caprella laeviuscula	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Caprella	Caprella laeviuscula	lca
ASV10938	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10941	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV10945	family	Hyperiidae	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Hyperiidae	no identification	no identification	lca
ASV10946	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10948	species	Scolecithricella	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Scolecitrichidae	unknown genus	Scolecithricella	lca
ASV1095	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10950	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10956	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10957	class	Hexanauplia	Eukaryota	Arthropoda	Hexanauplia	no identification	no identification	no identification	no identification	lca
ASV1096	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10960	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10963	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10964	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10966	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1097	genus	Brisaster	Eukaryota	Echinodermata	Echinoidea	Spatangoida	Schizasteridae	Brisaster	no identification	lca
ASV10971	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	lca
ASV10972	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10974	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10977	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10979	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1098	species	Leitoscoloplos pugettensis	Eukaryota	Annelida	Polychaeta	unknown order	Orbiniidae	Leitoscoloplos	Leitoscoloplos pugettensis	lca
ASV10983	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10984	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10987	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10989	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10992	species	Thysanoessa longipes	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	Thysanoessa longipes	lca
ASV10993	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10995	class	Dinophyceae	Eukaryota	Dinophyceae	Dinophyceae	no identification	no identification	no identification	no identification	lca
ASV10996	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV10997	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV10998	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV11	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV110	genus	Harmothoe	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Harmothoe	no identification	lca
ASV1100	species	Nanomia bijuga	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Agalmatidae	Nanomia	Nanomia bijuga	lca
ASV11000	family	Clausocalanidae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	no identification	no identification	lca
ASV11002	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV11003	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11005	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11006	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11007	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11008	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11009	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1101	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	lca
ASV11010	class	Malacostraca	Eukaryota	Arthropoda	Malacostraca	no identification	no identification	no identification	no identification	lca
ASV11012	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11014	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11016	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11020	species	Pseudocalanus mimus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus	lca
ASV11021	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11027	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11029	phylum	Cnidaria	Eukaryota	Cnidaria	no identification	no identification	no identification	no identification	no identification	lca
ASV1103	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11030	species	Cladophialophora bantiana	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana	lca
ASV11031	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11032	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11034	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11035	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11036	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	lca
ASV11037	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11039	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1104	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11040	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11041	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11042	species	Metridia lucens	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	Metridia lucens	lca
ASV11044	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11046	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV11048	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1105	species	Spinocalanus brevicaudatus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Spinocalanidae	Spinocalanus	Spinocalanus brevicaudatus	lca
ASV11052	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1106	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1107	family	Cordycipitaceae	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	no identification	no identification	lca
ASV1109	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV111	species	Asterionellopsis glacialis	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	Asterionellopsis glacialis	lca
ASV1110	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1111	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1112	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1117	species	Eutonina indicans	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Eirenidae	Eutonina	Eutonina indicans	lca
ASV1118	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1119	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV112	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1121	species	Microcalanus pygmaeus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Microcalanus	Microcalanus pygmaeus	lca
ASV1123	species	Acartia longiremis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia longiremis	lca
ASV1124	species	Oithona similis	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis	lca
ASV1125	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1126	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1127	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1128	family	Lineidae	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	Lineidae	no identification	no identification	lca
ASV113	species	Aureococcus anophagefferens	Eukaryota	Pelagophyceae	Pelagophyceae	Pelagomonadales	unknown family	Aureococcus	Aureococcus anophagefferens	lca
ASV1131	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1132	kingdom	Eukaryota	Eukaryota	no identification	no identification	no identification	no identification	no identification	no identification	lca
ASV1134	family	Balanidae	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	no identification	no identification	lca
ASV1135	genus	Paraeuchaeta	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Euchaetidae	Paraeuchaeta	no identification	lca
ASV1136	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1137	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1138	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1139	family	Chthamalidae	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Chthamalidae	no identification	no identification	lca
ASV114	genus	Skeletonema	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	no identification	lca
ASV1141	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	lca
ASV1142	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1143	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1144	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1145	species	Polychaeta	Eukaryota	Annelida	unknown class	unknown order	unknown family	unknown genus	Polychaeta	lca
ASV1146	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1147	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1148	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1149	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1150	species	Clytia gregaria	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	Clytia gregaria	lca
ASV1152	species	Phoronopsis harmeri	Eukaryota	Phoronida	unknown class	unknown order	Phoronidae	Phoronopsis	Phoronopsis harmeri	lca
ASV1153	genus	Paracalanus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no identification	lca
ASV1154	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1155	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1158	family	Balanidae	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	no identification	no identification	lca
ASV116	species	Bathycoccus prasinos	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	lca
ASV1161	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1164	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1165	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1166	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1167	genus	Aequorea	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	no identification	lca
ASV117	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
ASV1171	species	Amphiodia	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	unknown genus	Amphiodia	lca
ASV1172	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no identification	no lca
